,Symbol,Owner,Relationship,Date,Cost,Number of Shares,Value,Total Shares,Filing,Type
72,BLK,FINK LAURENCE,Chairman and CEO,"Jul 21, 2020",$580.29,41706,24201455,787171,"Jul 22, 2020, 04:30 PM",sell
73,AAXN,Cullivan Julie A,Director,"Jul 21, 2020",$93.13,840,78228,8421,"Jul 22, 2020, 04:30 PM",sell
74,TRHC,Knowlton Orsula V,President,"Jul 20, 2020",$58.51,8000,468042,732162,"Jul 22, 2020, 04:29 PM",sell
75,VREX,Yankton Kevin Bruce,Chief Accounting Officer,"Jul 20, 2020",$16.34,1629,26618,0,"Jul 22, 2020, 04:27 PM",sell
76,TRHC,Knowlton Calvin H,Chief Executive Officer,"Jul 20, 2020",$58.51,8000,468042,727872,"Jul 22, 2020, 04:25 PM",sell
77,BLK,McCombe Mark,Senior Managing Director,"Jul 20, 2020",$580.16,3000,1740472,22471,"Jul 22, 2020, 04:22 PM",sell
78,ELVG,LAZARETOS PANAGIOTIS NIKOLAOS,10% Owner,"Jul 16, 2020",$0.79,1000,792,6849800,"Jul 22, 2020, 04:19 PM",sell
79,ELVG,LAZARETOS PANAGIOTIS NIKOLAOS,10% Owner,"Jul 15, 2020",$0.74,200,147,6850800,"Jul 22, 2020, 04:19 PM",sell
80,AMD,Norrod Forrest Eugene,SVP & GM DESG,"Jul 20, 2020",$55.25,75000,4143750,677100,"Jul 22, 2020, 04:17 PM",sell
81,NKE,Campion Andrew,CHIEF OPERATING OFFICER,"Jul 21, 2020",$98.56,56313,5550209,125993,"Jul 22, 2020, 04:16 PM",sell
82,TTGT,MARINO ROGER M,Director,"Jul 20, 2020",$33.46,59869,2003217,1629015,"Jul 22, 2020, 04:16 PM",sell
83,TTGT,MARINO ROGER M,Director,"Jul 21, 2020",$33.81,29854,1009364,212101,"Jul 22, 2020, 04:16 PM",sell
84,TTGT,MARINO ROGER M,Director,"Jul 21, 2020",$33.82,30131,1019030,1598884,"Jul 22, 2020, 04:16 PM",sell
85,TTGT,MARINO ROGER M,Director,"Jul 20, 2020",$33.45,60146,2011884,241955,"Jul 22, 2020, 04:16 PM",sell
86,ADPT,GOEL DAVID E.,Director,"Jul 20, 2020",$40.00,2000000,80000000,13115090,"Jul 22, 2020, 04:15 PM",sell
87,MS,Hotsuki Keishi,Chief Risk Officer,"Jul 20, 2020",$52.00,19000,988000,243666,"Jul 22, 2020, 04:11 PM",sell
88,IMUX,Groeppel Manfred,Chief Operating Officer,"Jul 20, 2020",$14.44,5000,72200,279480,"Jul 22, 2020, 04:06 PM",sell
89,IMUX,Groeppel Manfred,Chief Operating Officer,"Jul 21, 2020",$15.62,650,10155,278830,"Jul 22, 2020, 04:06 PM",sell
90,IMUX,Vitt Daniel,Chief Executive Officer,"Jul 21, 2020",$15.62,1300,20310,362877,"Jul 22, 2020, 04:05 PM",sell
91,IMUX,Vitt Daniel,Chief Executive Officer,"Jul 20, 2020",$14.44,5000,72200,364177,"Jul 22, 2020, 04:05 PM",sell
92,NK,Simon Barry J.,See remarks,"Jul 21, 2020",$15.50,1565,24258,3170540,"Jul 22, 2020, 04:05 PM",sell
93,NK,Simon Barry J.,See remarks,"Jul 20, 2020",$15.53,128435,1995071,3170540,"Jul 22, 2020, 04:05 PM",sell
94,HOOK,SOFINNOVA CAPITAL VI FCPR,10% Owner,"Jun 29, 2020",$11.78,3280,38628,3960574,"Jul 22, 2020, 04:03 PM",sell
95,HOOK,SOFINNOVA CAPITAL VI FCPR,10% Owner,"Jul 20, 2020",$11.94,12483,149102,3948091,"Jul 22, 2020, 04:03 PM",sell
96,AAOI,Chang Hung-Lun (Fred),*** See Remarks,"Jul 20, 2020",$12.00,1080,12960,104379,"Jul 22, 2020, 04:01 PM",sell
97,JBHT,Bracy Kevin,"VP, Treasurer","Jul 22, 2020",$133.26,1249,166445,3599,"Jul 22, 2020, 03:53 PM",sell
98,KR,MOORE CLYDE R,Director,"Jul 21, 2020",$34.89,13000,453570,119677,"Jul 22, 2020, 03:40 PM",sell
99,UFPI,PETERS ALLEN T,"Pres & COO, UFP Retail, LLC","Jul 22, 2020",$52.00,1767,91884,127224,"Jul 22, 2020, 03:25 PM",sell
100,ISRG,Samath Jamie,SVP of Finance,"Jul 21, 2020",$663.33,752,498824,207,"Jul 22, 2020, 03:15 PM",sell
101,ISRG,LEVY ALAN J,Director,"Jul 21, 2020",$670.71,1800,1207276,7839,"Jul 22, 2020, 03:13 PM",sell
